"rt","stimulus","response","task","trial_type","trial_index","time_elapsed","internal_node_id","CB","tempID","age","sex","success","question_order","condition","key","correct"
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","112","70895","0.0-3.0-3.0-1.23","1","znwdv9nnzm7j","d","男性","","","","",""
"517","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","113","71413","0.0-3.0-3.0-2.23","1","znwdv9nnzm7j","d","男性","","","不一致","j","1"
"null","","null","","html-keyboard-response","114","71914","0.0-3.0-3.0-0.24","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","115","72416","0.0-3.0-3.0-1.24","1","znwdv9nnzm7j","d","男性","","","","",""
"418","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","116","72835","0.0-3.0-3.0-2.24","1","znwdv9nnzm7j","d","男性","","","中性","j","1"
"null","","null","","html-keyboard-response","117","73337","0.0-3.0-3.0-0.25","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","118","73839","0.0-3.0-3.0-1.25","1","znwdv9nnzm7j","d","男性","","","","",""
"512","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","119","74352","0.0-3.0-3.0-2.25","1","znwdv9nnzm7j","d","男性","","","不一致","f","1"
"null","","null","","html-keyboard-response","120","74853","0.0-3.0-3.0-0.26","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","121","75355","0.0-3.0-3.0-1.26","1","znwdv9nnzm7j","d","男性","","","","",""
"425","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","122","75781","0.0-3.0-3.0-2.26","1","znwdv9nnzm7j","d","男性","","","中性","j","1"
"null","","null","","html-keyboard-response","123","76282","0.0-3.0-3.0-0.27","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","124","76784","0.0-3.0-3.0-1.27","1","znwdv9nnzm7j","d","男性","","","","",""
"457","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","125","77241","0.0-3.0-3.0-2.27","1","znwdv9nnzm7j","d","男性","","","中性","f","1"
"null","","null","","html-keyboard-response","126","77742","0.0-3.0-3.0-0.28","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","127","78244","0.0-3.0-3.0-1.28","1","znwdv9nnzm7j","d","男性","","","","",""
"442","<p style=""font-size: 48px""><<><<</p>","f","flanker_main","html-keyboard-response","128","78687","0.0-3.0-3.0-2.28","1","znwdv9nnzm7j","d","男性","","","不一致","j","0"
"null","","null","","html-keyboard-response","129","79188","0.0-3.0-3.0-0.29","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","130","79689","0.0-3.0-3.0-1.29","1","znwdv9nnzm7j","d","男性","","","","",""
"417","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","131","80107","0.0-3.0-3.0-2.29","1","znwdv9nnzm7j","d","男性","","","一致","j","1"
"null","","null","","html-keyboard-response","132","80608","0.0-3.0-3.0-0.30","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","133","81110","0.0-3.0-3.0-1.30","1","znwdv9nnzm7j","d","男性","","","","",""
"457","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","134","81568","0.0-3.0-3.0-2.30","1","znwdv9nnzm7j","d","男性","","","中性","j","1"
"null","","null","","html-keyboard-response","135","82070","0.0-3.0-3.0-0.31","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","136","82571","0.0-3.0-3.0-1.31","1","znwdv9nnzm7j","d","男性","","","","",""
"506","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","137","83079","0.0-3.0-3.0-2.31","1","znwdv9nnzm7j","d","男性","","","一致","f","1"
"null","","null","","html-keyboard-response","138","83580","0.0-3.0-3.0-0.32","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","139","84082","0.0-3.0-3.0-1.32","1","znwdv9nnzm7j","d","男性","","","","",""
"430.00000000001455","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","140","84514","0.0-3.0-3.0-2.32","1","znwdv9nnzm7j","d","男性","","","中性","j","1"
"null","","null","","html-keyboard-response","141","85016","0.0-3.0-3.0-0.33","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","142","85518","0.0-3.0-3.0-1.33","1","znwdv9nnzm7j","d","男性","","","","",""
"503","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","143","86022","0.0-3.0-3.0-2.33","1","znwdv9nnzm7j","d","男性","","","一致","f","1"
"null","","null","","html-keyboard-response","144","86524","0.0-3.0-3.0-0.34","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","145","87025","0.0-3.0-3.0-1.34","1","znwdv9nnzm7j","d","男性","","","","",""
"469","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","146","87495","0.0-3.0-3.0-2.34","1","znwdv9nnzm7j","d","男性","","","不一致","j","1"
"null","","null","","html-keyboard-response","147","87996","0.0-3.0-3.0-0.35","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","148","88497","0.0-3.0-3.0-1.35","1","znwdv9nnzm7j","d","男性","","","","",""
"470","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","149","88968","0.0-3.0-3.0-2.35","1","znwdv9nnzm7j","d","男性","","","不一致","j","1"
"null","","null","","html-keyboard-response","150","89470","0.0-3.0-3.0-0.36","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","151","89971","0.0-3.0-3.0-1.36","1","znwdv9nnzm7j","d","男性","","","","",""
"480","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","152","90452","0.0-3.0-3.0-2.36","1","znwdv9nnzm7j","d","男性","","","不一致","j","1"
"null","","null","","html-keyboard-response","153","90954","0.0-3.0-3.0-0.37","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","154","91455","0.0-3.0-3.0-1.37","1","znwdv9nnzm7j","d","男性","","","","",""
"487","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","155","91944","0.0-3.0-3.0-2.37","1","znwdv9nnzm7j","d","男性","","","一致","f","1"
"null","","null","","html-keyboard-response","156","92445","0.0-3.0-3.0-0.38","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","157","92946","0.0-3.0-3.0-1.38","1","znwdv9nnzm7j","d","男性","","","","",""
"423","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","158","93370","0.0-3.0-3.0-2.38","1","znwdv9nnzm7j","d","男性","","","中性","f","1"
"null","","null","","html-keyboard-response","159","93872","0.0-3.0-3.0-0.39","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","160","94373","0.0-3.0-3.0-1.39","1","znwdv9nnzm7j","d","男性","","","","",""
"449","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","161","94823","0.0-3.0-3.0-2.39","1","znwdv9nnzm7j","d","男性","","","一致","f","1"
"null","","null","","html-keyboard-response","162","95325","0.0-3.0-3.0-0.40","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","163","95826","0.0-3.0-3.0-1.40","1","znwdv9nnzm7j","d","男性","","","","",""
"426","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","164","96253","0.0-3.0-3.0-2.40","1","znwdv9nnzm7j","d","男性","","","一致","f","1"
"null","","null","","html-keyboard-response","165","96754","0.0-3.0-3.0-0.41","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","166","97256","0.0-3.0-3.0-1.41","1","znwdv9nnzm7j","d","男性","","","","",""
"407","<p style=""font-size: 48px"">>><>></p>","j","flanker_main","html-keyboard-response","167","97664","0.0-3.0-3.0-2.41","1","znwdv9nnzm7j","d","男性","","","不一致","f","0"
"null","","null","","html-keyboard-response","168","98166","0.0-3.0-3.0-0.42","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","169","98668","0.0-3.0-3.0-1.42","1","znwdv9nnzm7j","d","男性","","","","",""
"479.99999999998545","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","170","99148","0.0-3.0-3.0-2.42","1","znwdv9nnzm7j","d","男性","","","一致","f","1"
"null","","null","","html-keyboard-response","171","99650","0.0-3.0-3.0-0.43","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","172","100152","0.0-3.0-3.0-1.43","1","znwdv9nnzm7j","d","男性","","","","",""
"500","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","173","100652","0.0-3.0-3.0-2.43","1","znwdv9nnzm7j","d","男性","","","不一致","j","1"
"null","","null","","html-keyboard-response","174","101154","0.0-3.0-3.0-0.44","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","175","101655","0.0-3.0-3.0-1.44","1","znwdv9nnzm7j","d","男性","","","","",""
"464.99999999998545","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","176","102121","0.0-3.0-3.0-2.44","1","znwdv9nnzm7j","d","男性","","","中性","f","1"
"null","","null","","html-keyboard-response","177","102623","0.0-3.0-3.0-0.45","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","178","103124","0.0-3.0-3.0-1.45","1","znwdv9nnzm7j","d","男性","","","","",""
"551","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","179","103676","0.0-3.0-3.0-2.45","1","znwdv9nnzm7j","d","男性","","","不一致","f","1"
"null","","null","","html-keyboard-response","180","104178","0.0-3.0-3.0-0.46","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","181","104679","0.0-3.0-3.0-1.46","1","znwdv9nnzm7j","d","男性","","","","",""
"465.00000000001455","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","182","105144","0.0-3.0-3.0-2.46","1","znwdv9nnzm7j","d","男性","","","不一致","f","1"
"null","","null","","html-keyboard-response","183","105646","0.0-3.0-3.0-0.47","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","184","106148","0.0-3.0-3.0-1.47","1","znwdv9nnzm7j","d","男性","","","","",""
"462","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","185","106611","0.0-3.0-3.0-2.47","1","znwdv9nnzm7j","d","男性","","","一致","f","1"
"null","","null","","html-keyboard-response","186","107112","0.0-3.0-3.0-0.48","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","187","107614","0.0-3.0-3.0-1.48","1","znwdv9nnzm7j","d","男性","","","","",""
"685","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","188","108300","0.0-3.0-3.0-2.48","1","znwdv9nnzm7j","d","男性","","","中性","j","1"
"null","","null","","html-keyboard-response","189","108802","0.0-3.0-3.0-0.49","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","190","109302","0.0-3.0-3.0-1.49","1","znwdv9nnzm7j","d","男性","","","","",""
"518","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","191","109821","0.0-3.0-3.0-2.49","1","znwdv9nnzm7j","d","男性","","","不一致","j","1"
"null","","null","","html-keyboard-response","192","110323","0.0-3.0-3.0-0.50","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","193","110824","0.0-3.0-3.0-1.50","1","znwdv9nnzm7j","d","男性","","","","",""
"460.00000000001455","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","194","111284","0.0-3.0-3.0-2.50","1","znwdv9nnzm7j","d","男性","","","一致","j","1"
"null","","null","","html-keyboard-response","195","111786","0.0-3.0-3.0-0.51","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","196","112287","0.0-3.0-3.0-1.51","1","znwdv9nnzm7j","d","男性","","","","",""
"427","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","197","112715","0.0-3.0-3.0-2.51","1","znwdv9nnzm7j","d","男性","","","中性","f","1"
"null","","null","","html-keyboard-response","198","113217","0.0-3.0-3.0-0.52","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","199","113719","0.0-3.0-3.0-1.52","1","znwdv9nnzm7j","d","男性","","","","",""
"473","<p style=""font-size: 48px"">--<--</p>","f","flanker_main","html-keyboard-response","200","114193","0.0-3.0-3.0-2.52","1","znwdv9nnzm7j","d","男性","","","中性","f","1"
"null","","null","","html-keyboard-response","201","114695","0.0-3.0-3.0-0.53","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","202","115196","0.0-3.0-3.0-1.53","1","znwdv9nnzm7j","d","男性","","","","",""
"556","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","203","115753","0.0-3.0-3.0-2.53","1","znwdv9nnzm7j","d","男性","","","不一致","f","1"
"null","","null","","html-keyboard-response","204","116254","0.0-3.0-3.0-0.54","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","205","116756","0.0-3.0-3.0-1.54","1","znwdv9nnzm7j","d","男性","","","","",""
"479","<p style=""font-size: 48px""><<><<</p>","j","flanker_main","html-keyboard-response","206","117236","0.0-3.0-3.0-2.54","1","znwdv9nnzm7j","d","男性","","","不一致","j","1"
"null","","null","","html-keyboard-response","207","117737","0.0-3.0-3.0-0.55","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","208","118239","0.0-3.0-3.0-1.55","1","znwdv9nnzm7j","d","男性","","","","",""
"440.00000000001455","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","209","118680","0.0-3.0-3.0-2.55","1","znwdv9nnzm7j","d","男性","","","一致","j","1"
"null","","null","","html-keyboard-response","210","119182","0.0-3.0-3.0-0.56","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","211","119684","0.0-3.0-3.0-1.56","1","znwdv9nnzm7j","d","男性","","","","",""
"496","<p style=""font-size: 48px"">>><>></p>","f","flanker_main","html-keyboard-response","212","120181","0.0-3.0-3.0-2.56","1","znwdv9nnzm7j","d","男性","","","不一致","f","1"
"null","","null","","html-keyboard-response","213","120683","0.0-3.0-3.0-0.57","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","214","121184","0.0-3.0-3.0-1.57","1","znwdv9nnzm7j","d","男性","","","","",""
"411","<p style=""font-size: 48px"">-->--</p>","j","flanker_main","html-keyboard-response","215","121596","0.0-3.0-3.0-2.57","1","znwdv9nnzm7j","d","男性","","","中性","j","1"
"null","","null","","html-keyboard-response","216","122098","0.0-3.0-3.0-0.58","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","217","122599","0.0-3.0-3.0-1.58","1","znwdv9nnzm7j","d","男性","","","","",""
"443.00000000001455","<p style=""font-size: 48px"">>>>>></p>","j","flanker_main","html-keyboard-response","218","123043","0.0-3.0-3.0-2.58","1","znwdv9nnzm7j","d","男性","","","一致","j","1"
"null","","null","","html-keyboard-response","219","123544","0.0-3.0-3.0-0.59","1","znwdv9nnzm7j","d","男性","","","","",""
"null","<p style=""font-size: 48px"">+</p>","null","","html-keyboard-response","220","124046","0.0-3.0-3.0-1.59","1","znwdv9nnzm7j","d","男性","","","","",""
"438","<p style=""font-size: 48px""><<<<<</p>","f","flanker_main","html-keyboard-response","221","124485","0.0-3.0-3.0-2.59","1","znwdv9nnzm7j","d","男性","","","一致","f","1"
"1015","次のページには，ふだんのあなたの様子について尋ねる文章が表示されます。それぞれについて，どの程度あてはまるかを<br>「あてはまらない」「どちらかと言えばあてはまらない」「どちらかと言えばあてはまる」「あてはまる」<br>の4つの選択肢から1つ選んで回答してください。<br><br>準備ができたらスペースキーを押して回答を開始してください。"," ","instruction","html-keyboard-response","222","125500","0.0-4.0","1","znwdv9nnzm7j","d","男性","","","","",""
"24873","","{""Q13"":1,""Q18"":1,""Q19"":2,""Q8"":2,""Q15"":1,""Q1"":0,""Q5"":1,""Q9"":2,""Q3"":2,""Q12"":3,""Q14"":3,""Q11"":3,""Q4"":3,""Q6"":3,""Q7"":2,""Q0"":1,""Q2"":0,""Q17"":1,""Q16"":2,""Q10"":2}","bis_bas","survey-likert","223","150377","0.0-5.0","1","znwdv9nnzm7j","d","男性","","[13,18,19,8,15,1,5,9,3,12,14,11,4,6,7,0,2,17,16,10]","","",""
